wave,year,happening,cause_recoded,sci_consensus,worry,harm_personally,harm_US,harm_dev_countries,harm_future_gen,harm_plants_animals,when_harm_US,reg_CO2_pollutant,reg_utilities,fund_research,discuss_GW,gender,age_category,educ_category,income_category,race,party_x_ideo,region4,employment,happening_cont,worry_cont,happening_labels,age_category_labels,educ_category_labels,income_category_labels
17,2017,3,natural,happening,3,0,0,4,4,4,4,4,4,4,3,male,2,2,2,hisp,moderate democrate,south,Working –as a paid employee,1.9800575470371362,3.49404665489349,yes,35-54,highschool,50000-99999
17,2017,3,natural and human,happening,4,3,4,4,4,4,6,4,4,4,4,male,3,4,3,white non hisp,moderate democrate,south,Not working –looking,3.71321587191597,3.635245112376143,yes,55+,bachelor or higher,more 100000
17,2017,3,natural,dont know,2,1,1,1,0,0,3,3,2,3,2,male,3,2,2,white non hisp,no interest,midwest,Working –as a paid employee,2.7701103615299627,2.378725134642554,yes,55+,highschool,50000-99999
17,2017,3,human,dont know,3,2,2,2,3,3,2,3,4,4,3,female,3,4,3,white non hisp,conservative republican,midwest,Not working –retired,3.797597337440904,3.3316726059473996,yes,55+,bachelor or higher,more 100000
17,2017,3,natural,disagreement,2,2,3,3,3,3,3,3,3,3,2,male,2,3,3,white non hisp,conservative republican,midwest,Working –as a paid employee,2.1376961120303815,2.2751415627819838,yes,35-54,college,more 100000
17,2017,3,natural and human,happening,4,4,4,4,4,4,2,1,1,1,4,male,1,2,1,white non hisp,moderate republican,south,Working –self-employe,3.162001554508434,3.728102052142604,yes,18-34,highschool,less 50000
17,2017,3,natural and human,dont know,3,2,2,2,3,3,3,4,4,4,2,female,2,3,1,white non hisp,independent,south,Working –as a paid employee,2.189685087364478,2.724632716709061,yes,35-54,college,less 50000
17,2017,1,natural,disagreement,1,1,1,1,1,1,1,1,1,3,2,female,3,2,2,white non hisp,conservative republican,midwest,Working –as a paid employee,0.9714806671519189,0.6675246466318259,no,55+,highschool,50000-99999
17,2017,1,natural,disagreement,1,1,1,2,2,2,2,2,1,1,2,male,3,2,2,white non hisp,conservative republican,northeast,Working –as a paid employee,0.9734692417609281,2.0663896489197917,no,55+,highschool,50000-99999
17,2017,3,natural and human,happening,3,3,4,4,4,4,6,4,3,4,3,male,3,4,2,white non hisp,moderate republican,northeast,Not working –retired,3.280784058126635,4.072850506303958,yes,55+,bachelor or higher,50000-99999
17,2017,3,natural,happening,1,1,1,1,1,1,1,1,1,2,1,male,3,2,1,white non hisp,conservative republican,west,Not working –retired,3.0014949781478895,1.3113406527921785,yes,55+,highschool,less 50000
17,2017,3,natural,happening,3,2,3,2,3,3,5,3,4,3,2,male,3,2,1,white non hisp,no interest,midwest,Not working –looking,2.617271314071484,3.3453471174190774,yes,55+,highschool,less 50000
17,2017,2,not happening,dont know,1,2,2,2,2,2,1,1,1,1,1,male,2,3,1,white non hisp,no interest,midwest,Not working –other,2.0022600148925336,1.5203249974559205,dont know,35-54,college,less 50000
17,2017,3,natural and human,happening,3,3,3,3,4,4,6,3,3,4,3,female,3,3,1,white non hisp,moderate republican,midwest,Not working –retired,2.784716962083228,3.4942863453431685,yes,55+,college,less 50000
17,2017,3,natural,happening,3,1,2,2,4,3,2,2,2,3,1,male,3,3,3,other non hisp,conservative republican,midwest,Working –as a paid employee,3.5217971062486284,3.5414550881360567,yes,55+,college,more 100000
17,2017,3,natural and human,happening,3,4,4,4,4,4,6,4,3,4,3,female,2,4,3,white non hisp,liberal democrat,west,Working –as a paid employee,3.182076167251233,2.4559336468758985,yes,35-54,bachelor or higher,more 100000
17,2017,3,natural and human,happening,3,3,4,4,4,4,6,4,2,4,3,female,1,4,2,white non hisp,liberal democrat,south,Not working –looking,2.6083725074741295,2.256880275374859,yes,18-34,bachelor or higher,50000-99999
17,2017,3,human,happening,3,0,4,4,4,4,6,4,4,4,3,female,3,3,2,white non hisp,moderate democrate,west,Not working –retired,2.87272334316953,2.5904641115983438,yes,55+,college,50000-99999
17,2017,3,natural,happening,3,3,4,4,4,4,6,3,3,3,4,female,3,3,3,black non hisp,liberal democrat,south,Not working –retired,3.3545324693204823,3.4950780790758964,yes,55+,college,more 100000
17,2017,3,natural and human,happening,4,2,4,4,4,4,6,4,4,4,4,male,2,3,2,hisp,liberal democrat,midwest,Working –as a paid employee,3.190842648931644,4.589471218743287,yes,35-54,college,50000-99999
17,2017,3,natural and human,happening,3,1,2,2,3,3,5,3,3,3,2,female,3,2,3,hisp,moderate republican,northeast,Working –self-employe,2.6078154867565293,2.5817759039612787,yes,55+,highschool,more 100000
17,2017,2,natural and human,disagreement,2,2,3,2,3,4,2,3,2,3,1,female,1,2,1,white non hisp,moderate democrate,northeast,Not working –disabled,2.611624925311768,2.492295103324965,dont know,18-34,highschool,less 50000
17,2017,3,human,happening,2,1,3,4,4,4,4,3,3,3,2,male,3,4,3,white non hisp,moderate republican,west,Not working –retired,3.6968938893601226,1.5216164190127162,yes,55+,bachelor or higher,more 100000
17,2017,2,natural,disagreement,3,0,0,0,0,0,2,3,3,3,2,female,3,3,3,white non hisp,conservative republican,northeast,Not working –other,1.8077557623486036,2.6169589751380267,dont know,55+,college,more 100000
17,2017,3,natural,disagreement,3,1,1,4,4,4,6,4,3,-1,2,female,2,2,3,white non hisp,moderate republican,northeast,Working –as a paid employee,2.029535293830143,4.165464751722556,yes,35-54,highschool,more 100000
17,2017,2,natural and human,dont know,3,0,0,0,0,0,5,3,2,3,1,female,1,2,2,white non hisp,no interest,northeast,Working –as a paid employee,2.0519658861318066,3.110900624960546,dont know,18-34,highschool,50000-99999
17,2017,3,natural and human,happening,4,2,3,4,4,3,6,4,4,4,3,male,2,4,3,white non hisp,liberal democrat,south,Working –as a paid employee,3.678316562390711,4.957624361064016,yes,35-54,bachelor or higher,more 100000
17,2017,3,natural and human,happening,4,3,4,4,4,4,6,4,4,4,3,female,2,4,3,black non hisp,moderate democrate,midwest,Working –as a paid employee,3.8577864847779946,4.999632412033942,yes,35-54,bachelor or higher,more 100000
17,2017,3,natural and human,happening,3,3,3,4,4,4,5,4,3,4,3,female,3,3,3,white non hisp,moderate democrate,northeast,Not working –retired,3.517584606333965,1.6877211672159245,yes,55+,college,more 100000
17,2017,3,natural,happening,3,1,1,1,4,4,3,3,-1,2,3,male,3,3,3,black non hisp,liberal democrat,midwest,Working –as a paid employee,3.0299403773498867,3.11584286654754,yes,55+,college,more 100000
17,2017,2,natural,dont know,3,1,3,3,3,3,3,2,1,2,2,female,2,3,1,white non hisp,moderate democrate,south,Working –as a paid employee,2.7058887957850786,3.624066403509388,dont know,35-54,college,less 50000
17,2017,3,natural,happening,3,3,4,4,4,4,4,2,2,4,2,male,1,2,1,white non hisp,independent,midwest,Working –as a paid employee,4.31446610213033,2.9996372205243147,yes,18-34,highschool,less 50000
17,2017,3,natural and human,not happening,3,3,3,3,3,3,6,2,2,3,2,female,2,3,1,hisp,moderate democrate,west,Not working –disabled,3.125654670443543,3.3235147222786896,yes,35-54,college,less 50000
17,2017,3,human,disagreement,3,3,3,3,4,4,3,3,3,3,2,female,1,4,3,other non hisp,moderate democrate,south,Working –as a paid employee,2.8453921584716344,2.5385304134269067,yes,18-34,bachelor or higher,more 100000
17,2017,3,natural,disagreement,1,2,3,3,2,2,1,2,2,4,3,female,2,4,3,white non hisp,moderate republican,south,Working –as a paid employee,2.447777315705633,1.1083995188923974,yes,35-54,bachelor or higher,more 100000
17,2017,3,natural and human,disagreement,2,0,0,0,3,3,6,3,3,4,2,male,2,2,2,white non hisp,moderate democrate,south,Working –as a paid employee,3.5744619412574745,1.6993184544540472,yes,35-54,highschool,50000-99999
17,2017,3,natural and human,disagreement,2,2,2,3,3,3,3,3,2,3,1,male,2,4,3,white non hisp,moderate republican,west,Working –as a paid employee,3.375172002572531,2.58569517087484,yes,35-54,bachelor or higher,more 100000
17,2017,2,natural,disagreement,3,2,3,3,3,3,4,3,3,3,2,female,2,3,2,white non hisp,conservative republican,midwest,Not working –retired,2.0707548428773714,2.9046494593895735,dont know,35-54,college,50000-99999
17,2017,2,natural and human,disagreement,1,2,2,2,3,3,2,2,2,4,3,male,2,3,2,white non hisp,conservative republican,northeast,Not working –retired,1.7751563626734235,0.3760736693780812,dont know,35-54,college,50000-99999
17,2017,3,natural,disagreement,1,2,3,0,3,3,6,3,2,2,3,male,3,2,1,black non hisp,moderate democrate,south,Not working –retired,4.080758275421764,0.2519431838438827,yes,55+,highschool,less 50000
17,2017,3,natural and human,happening,1,1,3,4,4,4,6,2,3,2,2,female,2,4,3,black non hisp,no interest,south,Working –self-employe,2.9647201584989666,1.1073966882276176,yes,35-54,bachelor or higher,more 100000
17,2017,2,natural and human,happening,2,0,0,0,0,0,4,3,3,4,1,male,2,2,1,white non hisp,no interest,midwest,Working –as a paid employee,1.50488500047339,2.1582031454571977,dont know,35-54,highschool,less 50000
17,2017,3,human,disagreement,3,2,2,2,4,2,2,2,2,3,3,male,3,3,3,white non hisp,moderate republican,northeast,Not working –looking,2.7221852073916346,2.9676523959981473,yes,55+,college,more 100000
17,2017,2,natural,disagreement,2,2,3,3,3,2,3,3,2,3,1,male,3,3,1,white non hisp,conservative republican,midwest,Not working –retired,2.0630722170502356,1.8813897962831698,dont know,55+,college,less 50000
17,2017,2,natural,dont know,3,3,3,3,3,3,3,2,2,2,1,male,2,1,1,hisp,no interest,west,Working –as a paid employee,2.157017571790167,2.7666887211134386,dont know,35-54,no highschool,less 50000
17,2017,3,natural,disagreement,3,4,4,4,4,4,6,4,4,4,3,female,3,2,2,white non hisp,moderate republican,south,Not working –retired,3.5696002627046584,1.9352707867280354,yes,55+,highschool,50000-99999
17,2017,1,natural,disagreement,2,1,2,2,2,2,2,3,3,3,1,male,2,4,3,white non hisp,moderate republican,south,Working –as a paid employee,0.5362614415905238,2.529590633514467,no,35-54,bachelor or higher,more 100000
17,2017,3,human,disagreement,2,2,3,3,3,3,2,4,4,3,3,female,2,4,2,black non hisp,independent,west,Working –as a paid employee,2.25973141082363,2.2242340490283277,yes,35-54,bachelor or higher,50000-99999
17,2017,3,natural,happening,2,1,1,1,3,3,2,3,4,4,2,female,3,2,2,white non hisp,independent,west,Working –as a paid employee,1.7471799366957592,1.8614699136849084,yes,55+,highschool,50000-99999
17,2017,2,human,dont know,4,4,4,4,4,4,6,4,4,4,3,female,3,1,1,hisp,no interest,south,Not working –disabled,1.8812507315309606,4.330769977123423,dont know,55+,no highschool,less 50000
17,2017,1,natural and human,disagreement,2,3,3,0,4,4,5,3,1,2,3,female,3,2,2,white non hisp,conservative republican,west,Not working –retired,0.6038111135315953,2.526566704524291,no,55+,highschool,50000-99999
17,2017,3,natural,happening,2,3,3,3,0,3,6,3,1,3,2,female,3,3,1,hisp,moderate republican,west,Not working –retired,3.610332622514668,2.707330841173838,yes,55+,college,less 50000
17,2017,3,natural and human,happening,4,4,4,4,4,4,5,1,1,4,1,female,1,2,1,other non hisp,moderate democrate,west,Working –as a paid employee,3.3984423544812836,3.8774585787650278,yes,18-34,highschool,less 50000
17,2017,2,natural,disagreement,2,0,0,0,0,0,1,2,2,-1,1,male,2,4,2,white non hisp,independent,west,Working –as a paid employee,2.6257907967599303,2.3616789665272426,dont know,35-54,bachelor or higher,50000-99999
17,2017,3,natural,disagreement,2,2,3,3,3,3,2,3,3,3,2,female,3,2,1,white non hisp,liberal democrat,midwest,Not working –retired,3.733821885581071,1.8999936966488493,yes,55+,highschool,less 50000
17,2017,3,natural,happening,2,2,2,4,4,4,4,3,3,3,1,female,3,2,3,white non hisp,moderate democrate,south,Not working –retired,4.067557997319039,3.1518915117016713,yes,55+,highschool,more 100000
17,2017,2,natural,disagreement,2,2,3,3,3,3,4,3,3,3,1,male,1,1,1,white non hisp,moderate republican,midwest,Working –as a paid employee,2.2232263447154397,2.1359376560455883,dont know,18-34,no highschool,less 50000
17,2017,3,natural and human,happening,4,3,4,4,4,4,6,4,4,4,3,female,2,4,3,white non hisp,liberal democrat,midwest,Working –as a paid employee,2.347137758520746,4.029150940804843,yes,35-54,bachelor or higher,more 100000
17,2017,1,not happening,disagreement,1,1,1,1,1,1,1,1,1,1,2,female,3,2,3,white non hisp,conservative republican,south,Working –as a paid employee,0.3967016455735908,1.186598944372274,no,55+,highschool,more 100000
17,2017,1,not happening,disagreement,2,2,0,4,3,2,2,3,2,3,3,female,3,1,2,hisp,independent,west,Not working –retired,0.5522827115624126,1.4489611480844418,no,55+,no highschool,50000-99999
17,2017,3,natural,dont know,3,3,3,3,3,3,5,3,3,3,2,female,2,2,2,white non hisp,moderate republican,south,Not working –disabled,2.536854995364682,3.3037135790193783,yes,35-54,highschool,50000-99999
17,2017,3,natural and human,dont know,3,3,4,4,0,4,3,4,3,3,2,male,3,1,2,white non hisp,moderate republican,west,Not working –disabled,2.7486660305179824,3.8388945581727545,yes,55+,no highschool,50000-99999
17,2017,3,natural and human,happening,3,2,3,4,4,4,3,3,4,4,2,male,2,3,1,white non hisp,liberal democrat,west,Working –as a paid employee,2.790870266642491,2.4751647777631907,yes,35-54,college,less 50000
17,2017,3,natural and human,happening,4,3,4,4,4,4,6,4,4,4,3,female,2,3,2,white non hisp,moderate democrate,midwest,Working –as a paid employee,2.3869167505181004,4.069008978816759,yes,35-54,college,50000-99999
17,2017,3,natural and human,happening,3,3,3,3,4,4,3,4,4,4,3,male,1,3,1,black non hisp,liberal democrat,south,Working –as a paid employee,2.922429358048779,3.6473106599640555,yes,18-34,college,less 50000
17,2017,2,natural,dont know,2,1,1,1,1,1,2,3,2,3,1,female,3,3,1,white non hisp,conservative republican,northeast,Not working –retired,1.8903105690180617,1.3260529306852034,dont know,55+,college,less 50000
17,2017,3,natural,happening,2,2,2,2,2,2,3,1,1,1,1,female,1,4,3,other non hisp,moderate democrate,midwest,Working –as a paid employee,3.118240960753756,2.110116723263739,yes,18-34,bachelor or higher,more 100000
17,2017,3,natural and human,dont know,3,2,3,4,4,3,4,3,2,3,2,male,2,3,3,hisp,moderate democrate,northeast,Working –as a paid employee,2.55679742604015,2.5531256696437525,yes,35-54,college,more 100000
17,2017,3,natural and human,happening,4,4,4,4,4,4,6,4,4,4,4,female,2,2,2,hisp,moderate democrate,west,Working –as a paid employee,3.3524172884674104,4.189866492781293,yes,35-54,highschool,50000-99999
17,2017,1,natural,dont know,1,1,1,1,1,1,1,3,2,3,1,male,1,4,2,white non hisp,conservative republican,northeast,Working –as a paid employee,1.4968491205534118,0.7968502564953519,no,18-34,bachelor or higher,50000-99999
17,2017,3,natural and human,happening,4,2,0,4,4,4,5,4,4,4,3,male,1,4,2,white non hisp,liberal democrat,northeast,Working –as a paid employee,2.6322921112402153,4.948746108578482,yes,18-34,bachelor or higher,50000-99999
17,2017,2,natural,disagreement,2,2,2,2,3,3,2,3,3,3,1,female,2,2,1,white non hisp,no interest,midwest,Working –as a paid employee,2.642574926429816,0.9957861787867548,dont know,35-54,highschool,less 50000
17,2017,3,natural and human,happening,2,3,4,4,4,3,6,4,3,3,3,female,3,4,3,black non hisp,moderate democrate,midwest,Not working –retired,3.3210178809697926,2.925392813708693,yes,55+,bachelor or higher,more 100000
17,2017,3,natural and human,happening,3,4,4,4,4,4,3,3,3,3,2,male,2,4,3,other non hisp,independent,south,Working –as a paid employee,3.4963583810353,3.636580126148059,yes,35-54,bachelor or higher,more 100000
17,2017,2,natural,disagreement,2,2,2,4,4,3,2,3,2,2,1,female,2,2,1,white non hisp,conservative republican,south,Working –as a paid employee,1.7229915510004354,2.752908978696853,dont know,35-54,highschool,less 50000
17,2017,3,natural and human,happening,4,4,4,4,4,4,6,4,4,4,3,female,2,3,3,white non hisp,liberal democrat,south,Working –as a paid employee,3.2755197857211518,3.944096559925897,yes,35-54,college,more 100000
17,2017,3,natural,disagreement,3,0,0,0,0,0,5,2,1,4,3,female,2,2,1,white non hisp,moderate republican,northeast,Working –as a paid employee,2.6277300922946223,2.9354825758083662,yes,35-54,highschool,less 50000
17,2017,3,natural and human,dont know,3,1,4,4,4,4,6,3,3,3,1,female,1,3,2,hisp,moderate democrate,west,Working –as a paid employee,2.8135697420833856,2.9826806098965757,yes,18-34,college,50000-99999
17,2017,3,natural and human,happening,3,3,4,4,4,4,2,4,3,4,3,female,1,2,2,white non hisp,liberal democrat,northeast,Working –as a paid employee,2.504490876996619,2.8236256377451436,yes,18-34,highschool,50000-99999
17,2017,2,natural,disagreement,2,1,1,1,2,1,1,1,1,-1,1,male,3,4,3,white non hisp,conservative republican,south,Not working –retired,2.9528829946278474,1.9809031420910783,dont know,55+,bachelor or higher,more 100000
17,2017,2,natural and human,dont know,3,2,3,3,4,4,6,3,3,3,1,male,1,2,1,white non hisp,moderate republican,south,Working –as a paid employee,1.9466297843274782,2.7651435131850266,dont know,18-34,highschool,less 50000
17,2017,3,natural and human,happening,3,3,3,3,3,3,6,3,3,3,2,female,3,1,2,other non hisp,no interest,northeast,Working –as a paid employee,2.512193203596001,3.2467345571118096,yes,55+,no highschool,50000-99999
17,2017,3,natural and human,happening,3,3,3,4,4,4,3,3,3,3,2,female,1,3,1,black non hisp,liberal democrat,south,Working –as a paid employee,3.3902915593614384,3.095522181857529,yes,18-34,college,less 50000
17,2017,1,natural,disagreement,1,1,1,1,1,1,1,1,1,2,4,female,3,4,1,white non hisp,conservative republican,south,Not working –retired,1.0649914577828248,0.514453000878559,no,55+,bachelor or higher,less 50000
